model,year,price,transmission,fuelType,Make
 Q5,2019,37395,1,Diesel,audi
 A6,2019,31000,1,Diesel,audi
 A8,2018,37000,1,Diesel,audi
 A3,2018,20000,1,Petrol,audi
 A4,2019,26495,2,Diesel,audi
 A4,2019,23995,1,Petrol,audi
 A7,2019,42500,1,Diesel,audi
 A3,2014,7898,4,Diesel,audi
 Q7,2017,50000,1,Diesel,audi
 A5,2019,29000,4,Petrol,audi
 A7,2019,41495,1,Diesel,audi
 A4,2019,25995,4,Diesel,audi
 Q7,2019,49995,1,Diesel,audi
 A6,2019,31500,1,Diesel,audi
 Q2,2019,23995,2,Petrol,audi
 Q2,2019,23374,2,Diesel,audi
 A3,2017,17695,2,Diesel,audi
 A5,2019,27995,4,Diesel,audi
 A6,2019,46000,1,Diesel,audi
 Q3,2017,23998,4,Petrol,audi
 A3,2017,12798,2,Petrol,audi
 Q3,2016,17698,4,Petrol,audi
 A1,2016,10998,2,Petrol,audi
 A3,2017,19698,4,Petrol,audi
 A6,2016,17298,2,Diesel,audi
 A4,2019,24998,4,Petrol,audi
 A5,2015,14998,2,Diesel,audi
 TT,2015,15998,2,Diesel,audi
 A5,2017,19498,4,Diesel,audi
 Q3,2014,11950,2,Diesel,audi
 Q3,2016,16998,2,Petrol,audi
 Q2,2018,22590,4,Diesel,audi
 Q2,2018,20498,2,Petrol,audi
 A5,2019,25998,4,Petrol,audi
 A3,2017,16495,2,Petrol,audi
 A1,2017,13998,2,Petrol,audi
 A1,2014,8498,2,Petrol,audi
 A3,2017,19998,2,Petrol,audi
 Q3,2015,13998,2,Diesel,audi
 A6,2016,17498,4,Diesel,audi
 A6,2015,14995,2,Diesel,audi
 Q2,2017,16500,2,Petrol,audi
 A6,2014,18498,4,Diesel,audi
 TT,2016,14998,2,Diesel,audi
 A8,2018,33498,4,Diesel,audi
 A1,2015,9698,2,Petrol,audi
 A4,2017,14849,2,Diesel,audi
 A1,2016,10994,2,Petrol,audi
 A3,2014,10202,2,Petrol,audi
 A4,2016,15495,2,Diesel,audi
 A6,2017,22695,4,Diesel,audi
 A1,2016,11695,2,Petrol,audi
 Q3,2017,17495,2,Diesel,audi
 Q3,2015,14495,2,Diesel,audi
 A4,2017,17795,4,Diesel,audi
 Q2,2018,18695,2,Petrol,audi
 A6,2016,20000,4,Diesel,audi
 TT,2015,13998,2,Diesel,audi
 A6,2015,17498,4,Diesel,audi
 Q2,2017,16495,2,Petrol,audi
 A3,2017,15498,4,Diesel,audi
 Q5,2016,29998,4,Diesel,audi
 A5,2017,21498,4,Diesel,audi
 Q3,2019,29695,1,Diesel,audi
 A1,2015,10995,2,Petrol,audi
 A1,2017,10495,2,Petrol,audi
 A6,2014,14998,4,Diesel,audi
 A5,2015,16998,4,Diesel,audi
 Q3,2016,18998,4,Diesel,audi
 A3,2015,11698,2,Petrol,audi
 A4,2017,14898,2,Petrol,audi
 A4,2015,12698,2,Diesel,audi
 Q3,2018,24498,4,Petrol,audi
 Q3,2013,11998,4,Diesel,audi
 A1,2019,20350,2,Petrol,audi
 Q2,2018,17950,2,Petrol,audi
 A3,2018,18300,2,Petrol,audi
 Q2,2019,31888,4,Petrol,audi
 A4,2018,18288,4,Petrol,audi
 A4,2016,15498,2,Diesel,audi
 A4,2017,22500,4,Diesel,audi
 Q2,2018,22988,4,Petrol,audi
 Q3,2017,19688,2,Petrol,audi
 A1,2016,13688,2,Petrol,audi
 Q3,2017,22988,4,Petrol,audi
 A6,2016,16490,2,Diesel,audi
 A3,2017,18488,4,Petrol,audi
 A7,2017,26500,4,Diesel,audi
 A3,2015,12450,2,Diesel,audi
 A3,2016,12990,2,Petrol,audi
 Q3,2015,16998,4,Diesel,audi
 A4,2016,13998,2,Petrol,audi
 A5,2015,17498,4,Diesel,audi
 Q3,2015,17498,4,Diesel,audi
 A3,2019,19995,2,Diesel,audi
 Q2,2019,22995,1,Diesel,audi
 Q3,2019,29995,1,Petrol,audi
 Q2,2019,28495,1,Petrol,audi
 Q3,2019,30995,2,Diesel,audi
 A3,2019,33995,4,Petrol,audi
 A3,2019,23495,1,Diesel,audi
 A1,2019,24495,4,Petrol,audi
 Q3,2019,34995,1,Petrol,audi
 A1,2020,20990,2,Petrol,audi
 Q2,2017,19850,4,Petrol,audi
 Q3,2020,33444,4,Petrol,audi
 Q3,2020,30888,4,Petrol,audi
 A3,2020,31990,4,Hybrid,audi
 A1,2020,20888,2,Petrol,audi
 A1,2019,21490,2,Petrol,audi
 A4,2017,13450,2,Diesel,audi
 A3,2019,21488,2,Diesel,audi
 A3,2019,21288,2,Diesel,audi
 A3,2019,22888,4,Petrol,audi
 Q2,2019,28888,4,Petrol,audi
 A3,2019,21888,2,Diesel,audi
 A1,2016,10988,2,Petrol,audi
 Q5,2020,38888,4,Diesel,audi
 Q2,2020,24444,2,Petrol,audi
 Q3,2020,39888,4,Petrol,audi
 Q2,2020,33000,4,Petrol,audi
 A6,2019,37000,4,Petrol,audi
 Q2,2019,25444,4,Petrol,audi
 Q2,2019,26995,4,Petrol,audi
 A4,2017,18298,2,Diesel,audi
 A4,2015,12490,2,Diesel,audi
 A5,2016,16390,4,Diesel,audi
 Q2,2019,24888,2,Petrol,audi
 A3,2019,21450,1,Diesel,audi
 Q3,2017,18990,4,Petrol,audi
 Q3,2016,15888,2,Diesel,audi
 A3,2018,20688,4,Petrol,audi
 Q7,2017,35888,1,Diesel,audi
 Q2,2019,28495,4,Diesel,audi
 A8,2017,38995,4,Diesel,audi
 A3,2019,34995,4,Petrol,audi
 A1,2019,23495,2,Petrol,audi
 A1,2017,15995,1,Petrol,audi
 Q2,2018,19995,2,Petrol,audi
 Q3,2019,40995,1,Petrol,audi
 Q2,2017,18950,4,Diesel,audi
 Q3,2017,20088,2,Petrol,audi
 A8,2016,26000,4,Diesel,audi
 RS3,2016,29888,4,Petrol,audi
 A1,2019,20500,4,Petrol,audi
 Q5,2019,36888,4,Diesel,audi
 A3,2016,17988,4,Petrol,audi
 Q5,2019,34998,4,Petrol,audi
 A6,2015,21698,4,Diesel,audi
 Q3,2019,30543,4,Petrol,audi
 A4,2019,26588,4,Petrol,audi
 Q3,2019,26846,2,Diesel,audi
 A8,2015,19998,4,Diesel,audi
 A4,2017,14698,2,Petrol,audi
 TT,2016,17498,2,Petrol,audi
 A6,2015,18498,4,Diesel,audi
 Q3,2015,16498,2,Diesel,audi
 A1,2016,13498,2,Petrol,audi
 Q2,2019,20498,4,Diesel,audi
 A1,2015,9995,2,Diesel,audi
 A3,2019,19888,1,Petrol,audi
 A5,2016,22750,1,Diesel,audi
 Q5,2016,26990,4,Diesel,audi
 Q2,2018,20890,2,Petrol,audi
 A6,2017,19990,1,Diesel,audi
 Q3,2017,20488,2,Diesel,audi
 A3,2018,20488,2,Petrol,audi
 A6,2015,15498,4,Diesel,audi
 A3,2016,11498,2,Petrol,audi
 A4,2015,14900,2,Diesel,audi
 A3,2016,16400,2,Petrol,audi
 A4,2016,13498,2,Petrol,audi
 A1,2016,11698,2,Petrol,audi
 A4,2017,17998,2,Diesel,audi
 A3,2013,10398,2,Diesel,audi
 A1,2016,12798,2,Petrol,audi
 Q3,2016,17998,2,Diesel,audi
 TT,2016,16998,2,Diesel,audi
 A4,2016,16498,2,Diesel,audi
 Q7,2014,20498,4,Diesel,audi
 A4,2016,15395,4,Diesel,audi
 A5,2017,20995,2,Diesel,audi
 Q5,2016,19498,4,Diesel,audi
 A3,2017,15998,4,Diesel,audi
 A6,2017,19940,1,Diesel,audi
 A1,2013,9998,4,Petrol,audi
 Q5,2019,35995,4,Diesel,audi
 Q3,2019,36497,1,Diesel,audi
 A6,2019,30864,4,Diesel,audi
 Q3,2015,14498,2,Diesel,audi
 Q3,2015,16498,4,Petrol,audi
 Q3,2015,15498,4,Petrol,audi
 A1,2015,9998,2,Petrol,audi
 A1,2016,11798,2,Petrol,audi
 A4,2019,22288,2,Petrol,audi
 A6,2017,25000,4,Diesel,audi
 A5,2019,28990,4,Petrol,audi
 A4,2016,14998,2,Diesel,audi
 A6,2019,30861,1,Diesel,audi
 Q2,2019,26508,2,Petrol,audi
 A1,2019,26011,4,Petrol,audi
 Q2,2019,28062,2,Petrol,audi
 A6,2019,32098,1,Diesel,audi
 A8,2018,39700,1,Diesel,audi
 Q2,2018,18495,2,Diesel,audi
 A3,2018,20888,2,Petrol,audi
 A4,2019,22490,2,Petrol,audi
 A1,2016,12950,2,Petrol,audi
 A4,2019,41888,4,Diesel,audi
 Q5,2020,58990,4,Diesel,audi
 A6,2019,31288,4,Diesel,audi
 Q3,2020,37888,4,Petrol,audi
 Q3,2016,17498,4,Diesel,audi
 Q2,2017,18498,2,Petrol,audi
 A6,2016,17998,2,Diesel,audi
 A4,2017,18498,2,Petrol,audi
 Q3,2015,19498,2,Diesel,audi
 Q2,2019,22698,2,Petrol,audi
 A3,2017,17998,4,Diesel,audi
 A4,2019,33245,4,Diesel,audi
 A6,2015,16998,1,Diesel,audi
 A1,2015,11798,2,Petrol,audi
 A3,2017,14995,2,Petrol,audi
 Q2,2019,22995,4,Petrol,audi
 A6,2019,45995,4,Diesel,audi
 Q5,2017,33495,4,Petrol,audi
 A5,2018,19495,4,Petrol,audi
 TT,2017,18000,2,Petrol,audi
 A1,2018,15990,4,Petrol,audi
 TT,2016,17000,2,Petrol,audi
 Q3,2016,15496,2,Diesel,audi
 Q2,2019,23888,2,Petrol,audi
 A6,2016,20698,4,Diesel,audi
 Q3,2015,15998,2,Diesel,audi
 A3,2014,8698,4,Diesel,audi
 A3,2016,13698,2,Petrol,audi
 A3,2016,12498,2,Petrol,audi
 A3,2017,13698,4,Diesel,audi
 A3,2016,16998,2,Diesel,audi
 Q3,2019,32500,1,Petrol,audi
 A4,2017,14495,2,Petrol,audi
 A1,2016,10995,2,Petrol,audi
 Q7,2019,40495,4,Diesel,audi
 A3,2016,13250,2,Diesel,audi
 A3,2019,22991,4,Petrol,audi
 A6,2016,18291,4,Diesel,audi
 A1,2017,12991,2,Petrol,audi
 Q2,2019,23496,2,Petrol,audi
 Q2,2019,21756,2,Petrol,audi
 A6,2019,32996,1,Diesel,audi
 Q3,2020,33591,4,Petrol,audi
 Q2,2020,27591,4,Diesel,audi
 A3,2017,18991,4,Petrol,audi
 A5,2017,18998,4,Diesel,audi
 A5,2016,15698,2,Diesel,audi
 A3,2019,24990,1,Petrol,audi
 A6,2019,32000,1,Diesel,audi
 A1,2019,19751,2,Petrol,audi
 A4,2019,27444,1,Diesel,audi
 A4,2019,35888,1,Petrol,audi
 A3,2019,21996,2,Diesel,audi
 A1,2019,19990,2,Petrol,audi
 TT,2019,30766,4,Petrol,audi
 Q2,2019,23896,4,Petrol,audi
 A5,2017,20996,4,Petrol,audi
 Q2,2020,34251,4,Petrol,audi
 Q3,2020,31990,4,Petrol,audi
 A1,2020,25888,4,Petrol,audi
 A1,2016,11295,2,Petrol,audi
 A1,2016,12495,2,Petrol,audi
 Q5,2017,32995,4,Diesel,audi
 A5,2017,21595,1,Diesel,audi
 A6,2019,27795,1,Diesel,audi
 A6,2019,29995,1,Diesel,audi
 Q3,2018,19991,4,Petrol,audi
 A1,2017,19991,2,Diesel,audi
 Q2,2020,25990,2,Petrol,audi
 A4,2019,43990,4,Diesel,audi
 A1,2020,25491,4,Petrol,audi
 TT,2020,29000,4,Petrol,audi
 Q2,2019,19751,2,Diesel,audi
 Q2,2019,23756,4,Diesel,audi
 Q2,2019,22444,2,Diesel,audi
 A3,2019,24990,4,Petrol,audi
 Q2,2019,26444,4,Petrol,audi
 Q2,2019,23751,2,Petrol,audi
 Q2,2019,25888,1,Petrol,audi
 Q3,2019,37888,1,Petrol,audi
 Q3,2019,35896,4,Petrol,audi
 A4,2019,39996,1,Diesel,audi
 Q3,2017,22491,4,Petrol,audi
 A6,2019,38444,4,Petrol,audi
 Q8,2018,49991,4,Diesel,audi
 A4,2016,12498,2,Diesel,audi
 A5,2016,17698,2,Diesel,audi
 A5,2017,20498,2,Diesel,audi
 Q2,2017,17991,2,Petrol,audi
 Q7,2019,45251,4,Diesel,audi
 A5,2019,34444,4,Petrol,audi
 A1,2019,23444,4,Petrol,audi
 Q3,2019,26990,2,Diesel,audi
 A3,2015,16396,4,Diesel,audi
 A3,2019,23888,1,Petrol,audi
 Q8,2019,56996,1,Diesel,audi
 A5,2019,32444,1,Diesel,audi
 Q3,2019,32888,1,Petrol,audi
 A3,2019,23888,2,Petrol,audi
 Q3,2016,18946,4,Diesel,audi
 Q3,2017,16856,2,Petrol,audi
 A1,2018,12996,2,Petrol,audi
 A4,2016,15256,2,Diesel,audi
 Q2,2019,24496,4,Petrol,audi
 Q3,2017,18696,2,Diesel,audi
 A5,2016,21498,4,Diesel,audi
 Q3,2015,15998,4,Diesel,audi
 Q5,2013,21998,4,Diesel,audi
 A6,2018,28498,4,Diesel,audi
 A6,2015,12498,4,Diesel,audi
 A5,2016,17998,2,Diesel,audi
 A3,2016,14498,2,Petrol,audi
 A6,2016,15498,4,Diesel,audi
 A3,2020,34991,4,Petrol,audi
 A3,2019,17756,4,Diesel,audi
 Q2,2019,19991,2,Petrol,audi
 A3,2019,18696,2,Petrol,audi
 A3,2019,23256,4,Diesel,audi
 Q2,2019,26888,1,Diesel,audi
 Q2,2019,20251,2,Diesel,audi
 Q5,2019,44990,1,Hybrid,audi
 A1,2019,22444,2,Petrol,audi
 A1,2019,21251,2,Petrol,audi
 Q8,2020,84496,1,Diesel,audi
 Q5,2020,53990,4,Diesel,audi
 Q3,2020,32881,4,Petrol,audi
 A3,2020,35991,4,Petrol,audi
 A7,2019,49496,4,Diesel,audi
 A3,2016,16491,2,Petrol,audi
 A1,2015,12698,2,Petrol,audi
 Q5,2014,15998,4,Diesel,audi
 A4,2017,12998,4,Diesel,audi
 A4,2016,13698,2,Petrol,audi
 A3,2017,16998,4,Petrol,audi
 A6,2015,15998,4,Diesel,audi
 A5,2016,18998,2,Diesel,audi
 Q3,2014,15698,2,Diesel,audi
 Q3,2020,32444,4,Petrol,audi
 Q5,2019,35496,1,Diesel,audi
 Q5,2019,31496,1,Diesel,audi
 A4,2017,24896,4,Petrol,audi
 Q3,2017,19596,2,Petrol,audi
 Q3,2019,33888,1,Petrol,audi
 Q2,2019,23756,2,Petrol,audi
 Q3,2019,32500,4,Diesel,audi
 A4,2019,25999,1,Diesel,audi
 Q5,2019,38000,4,Petrol,audi
 A4,2019,46888,1,Diesel,audi
 A6,2019,29896,4,Diesel,audi
 Q5,2020,37888,4,Petrol,audi
 Q5,2016,20256,2,Diesel,audi
 A1,2016,12996,2,Petrol,audi
 A1,2016,10996,2,Petrol,audi
 Q3,2017,19656,2,Petrol,audi
 A5,2020,28991,4,Diesel,audi
 Q3,2020,33491,4,Petrol,audi
 Q3,2020,33881,4,Petrol,audi
 A4,2020,30990,4,Petrol,audi
 Q2,2017,16496,1,Diesel,audi
 A4,2015,13351,2,Diesel,audi
 A1,2017,14491,2,Petrol,audi
 A3,2016,14991,2,Petrol,audi
 Q3,2019,29991,2,Petrol,audi
 Q3,2017,17991,2,Petrol,audi
 TT,2020,36991,4,Petrol,audi
 A3,2016,11896,4,Petrol,audi
 A1,2017,12990,2,Petrol,audi
 Q2,2019,22896,4,Petrol,audi
 A1,2019,18990,1,Petrol,audi
 Q8,2019,63796,1,Diesel,audi
 Q2,2019,24756,2,Petrol,audi
 Q5,2013,15896,2,Petrol,audi
 A3,2017,12500,2,Petrol,audi
 A4,2017,14650,2,Petrol,audi
 A6,2015,17996,4,Diesel,audi
 Q2,2019,18896,2,Diesel,audi
 Q3,2019,31996,4,Petrol,audi
 A4,2017,17591,2,Diesel,audi
 Q3,2015,18781,4,Diesel,audi
 A3,2019,20991,4,Petrol,audi
 A5,2019,34256,1,Diesel,audi
 Q3,2019,30491,2,Petrol,audi
 RS4,2019,56991,4,Petrol,audi
 A1,2019,20444,2,Petrol,audi
 Q3,2019,27990,2,Diesel,audi
 A3,2016,17996,2,Petrol,audi
 Q3,2017,19956,4,Petrol,audi
 A3,2020,27881,4,Petrol,audi
 A1,2020,22990,4,Petrol,audi
 A6,2017,18296,4,Diesel,audi
 Q7,2019,52496,1,Diesel,audi
 A4,2016,15556,4,Petrol,audi
 Q7,2016,42996,4,Diesel,audi
 A5,2019,25419,1,Petrol,audi
 A4,2016,15596,2,Diesel,audi
 A3,2019,20996,4,Petrol,audi
 A4,2017,29996,1,Petrol,audi
 A1,2019,19996,1,Petrol,audi
 Q7,2018,59996,1,Diesel,audi
 Q5,2019,34596,4,Diesel,audi
 Q7,2016,29498,4,Diesel,audi
 Q5,2019,32998,1,Petrol,audi
 Q5,2019,29996,4,Diesel,audi
 Q5,2019,34496,4,Diesel,audi
 A3,2019,21496,4,Diesel,audi
 A1,2019,19222,2,Petrol,audi
 A1,2015,11256,2,Petrol,audi
 A4,2019,19496,2,Petrol,audi
 Q2,2019,20996,2,Petrol,audi
 A8,2019,39496,4,Diesel,audi
 Q7,2016,32996,1,Diesel,audi
 A5,2017,23896,1,Diesel,audi
 RS5,2017,43996,1,Petrol,audi
 A8,2018,36496,4,Diesel,audi
 Q7,2016,30996,1,Diesel,audi
 A4,2019,24946,1,Diesel,audi
 A1,2020,18496,2,Petrol,audi
 Q3,2016,17998,2,Petrol,audi
 Q7,2016,21998,4,Diesel,audi
 A1,2019,16996,2,Petrol,audi
 Q5,2019,34496,1,Diesel,audi
 Q2,2019,18551,2,Diesel,audi
 Q3,2017,19496,2,Petrol,audi
 A3,2017,18896,2,Diesel,audi
 A1,2017,12756,2,Petrol,audi
 A3,2016,16498,2,Petrol,audi
 A5,2015,20998,4,Petrol,audi
 A6,2015,13498,4,Diesel,audi
 A4,2017,13298,2,Diesel,audi
 Q5,2019,34991,4,Diesel,audi
 A5,2017,22698,4,Diesel,audi
 A5,2017,21998,4,Petrol,audi
 A3,2016,15498,4,Diesel,audi
 RS3,2016,24998,4,Petrol,audi
 Q3,2017,18998,2,Diesel,audi
 A3,2015,12298,4,Diesel,audi
 Q3,2016,17498,2,Diesel,audi
 A1,2014,8298,2,Petrol,audi
 A1,2016,14998,4,Petrol,audi
 Q3,2016,12998,2,Diesel,audi
 A6,2014,13498,2,Diesel,audi
 A4,2019,18698,4,Petrol,audi
 Q5,2016,22498,4,Diesel,audi
 A6,2014,11498,2,Diesel,audi
 Q3,2017,17000,4,Diesel,audi
 Q2,2019,18998,2,Petrol,audi
 Q3,2014,12998,2,Petrol,audi
 A5,2016,14998,4,Diesel,audi
 Q5,2014,14498,2,Diesel,audi
 A6,2015,13998,2,Diesel,audi
 Q5,2019,30998,4,Petrol,audi
 A3,2014,11995,2,Petrol,audi
 Q3,2015,17398,1,Diesel,audi
 A5,2019,26498,4,Petrol,audi
 A5,2015,15998,2,Diesel,audi
 A6,2014,16298,4,Diesel,audi
 A1,2014,8998,2,Petrol,audi
 A5,2017,22398,4,Diesel,audi
 Q3,2013,11798,2,Diesel,audi
 A1,2017,11295,2,Petrol,audi
 A4,2017,18698,2,Petrol,audi
 A4,2016,20698,4,Diesel,audi
 A3,2018,19998,4,Petrol,audi
 A4,2018,18498,2,Petrol,audi
 A5,2017,22498,4,Diesel,audi
 A3,2019,19998,4,Petrol,audi
 A4,2017,14498,2,Petrol,audi
 A7,2019,35998,4,Diesel,audi
 RS6,2017,54998,4,Petrol,audi
 A1,2016,9619,2,Diesel,audi
 A3,2017,16991,2,Petrol,audi
 A1,2016,12991,2,Petrol,audi
 A3,2017,17498,2,Petrol,audi
 Q3,2015,17998,2,Diesel,audi
 A3,2016,17998,4,Diesel,audi
 A6,2016,22798,4,Diesel,audi
 A4,2016,11698,2,Diesel,audi
 A3,2016,12998,2,Diesel,audi
 TT,2017,17998,4,Petrol,audi
 A3,2016,16698,2,Petrol,audi
 A6,2017,20498,4,Diesel,audi
 Q3,2015,15798,2,Petrol,audi
 Q3,2015,14998,2,Diesel,audi
 Q2,2018,18491,2,Petrol,audi
 A5,2014,12551,2,Diesel,audi
 A4,2016,17295,4,Diesel,audi
 Q3,2017,17530,2,Diesel,audi
 A3,2015,9270,4,Diesel,audi
 A1,2016,10510,2,Petrol,audi
 TT,2016,14053,2,Petrol,audi
 Q5,2015,18498,2,Diesel,audi
 Q3,2015,15698,2,Diesel,audi
 Q5,2019,34698,4,Petrol,audi
 A5,2017,25498,4,Petrol,audi
 A1,2014,7956,2,Diesel,audi
 A6,2013,12998,4,Diesel,audi
 A3,2017,12498,2,Diesel,audi
 Q5,2015,22798,4,Diesel,audi
 Q2,2018,18351,2,Petrol,audi
 A4,2017,18298,2,Petrol,audi
 A5,2017,17298,2,Diesel,audi
 A5,2016,15995,2,Diesel,audi
 A5,2016,15995,1,Diesel,audi
 TT,2015,14998,2,Diesel,audi
 A6,2016,13498,2,Diesel,audi
 TT,2016,16298,2,Diesel,audi
 A4,2013,8498,2,Diesel,audi
 A1,2017,10998,2,Petrol,audi
 A3,2015,13498,4,Diesel,audi
 A6,2019,28991,4,Diesel,audi
 A6,2016,18998,2,Diesel,audi
 A3,2016,16998,2,Petrol,audi
 A6,2016,19998,2,Diesel,audi
 A4,2016,12998,2,Diesel,audi
 Q2,2019,22998,4,Diesel,audi
 A6,2014,12995,4,Diesel,audi
 A4,2017,14295,2,Diesel,audi
 A5,2013,10070,2,Diesel,audi
 A1,2015,9798,2,Diesel,audi
 A4,2016,16998,2,Diesel,audi
 A3,2015,18298,4,Petrol,audi
 A1,2015,10250,2,Petrol,audi
 Q7,2015,28127,1,Diesel,audi
 Q2,2017,17060,2,Petrol,audi
 Q2,2019,20888,2,Petrol,audi
 A1,2017,15495,2,Diesel,audi
 Q2,2019,18990,2,Petrol,audi
 A3,2017,13940,4,Diesel,audi
 A4,2019,29698,1,Petrol,audi
 A6,2016,14498,4,Diesel,audi
 A4,2018,23950,4,Diesel,audi
 A4,2018,23995,4,Diesel,audi
 A4,2016,14995,2,Diesel,audi
 Q3,2017,17954,4,Petrol,audi
 A1,2017,15995,4,Diesel,audi
 Q3,2019,27444,2,Diesel,audi
 A1,2020,25444,4,Petrol,audi
 A6,2019,38444,1,Petrol,audi
 A4,2019,39990,1,Diesel,audi
 A5,2016,17498,4,Diesel,audi
 A3,2013,9698,4,Diesel,audi
 Q3,2016,16998,2,Diesel,audi
 A5,2018,25850,1,Diesel,audi
 Q2,2019,20350,2,Petrol,audi
 A6,2016,18998,4,Diesel,audi
 A6,2016,18498,2,Diesel,audi
 A3,2015,13298,2,Diesel,audi
 TT,2015,15998,2,Petrol,audi
 A1,2019,18495,2,Petrol,audi
 TT,2019,26995,1,Petrol,audi
 Q3,2019,27888,2,Diesel,audi
 A1,2016,11990,2,Petrol,audi
 Q5,2019,50950,1,Diesel,audi
 A5,2017,23850,4,Diesel,audi
 A4,2018,18450,2,Petrol,audi
 A1,2019,19990,1,Petrol,audi
 A3,2018,20999,1,Petrol,audi
 Q3,2016,19495,4,Diesel,audi
 Q3,2019,29444,4,Diesel,audi
 A1,2017,22750,2,Petrol,audi
 Q2,2017,18850,4,Diesel,audi
 A1,2018,16990,2,Petrol,audi
 Q2,2019,19888,2,Diesel,audi
 A3,2016,15990,4,Diesel,audi
 A4,2020,33888,4,Petrol,audi
 Q2,2020,23888,4,Petrol,audi
 Q2,2019,19190,2,Petrol,audi
 A5,2015,12990,1,Diesel,audi
 Q3,2019,28490,4,Petrol,audi
 A3,2019,21490,1,Petrol,audi
 A3,2016,16490,4,Petrol,audi
 A7,2016,19990,4,Diesel,audi
 RS3,2017,36990,4,Petrol,audi
 A1,2017,19250,2,Petrol,audi
 Q7,2016,32498,4,Diesel,audi
 A6,2014,14798,4,Diesel,audi
 A1,2015,9298,2,Diesel,audi
 A1,2016,12298,2,Petrol,audi
 Q3,2016,14998,2,Diesel,audi
 A3,2015,12498,2,Diesel,audi
 A4,2016,16131,4,Diesel,audi
 A3,2017,13298,2,Diesel,audi
 A3,2016,16435,2,Diesel,audi
 Q3,2017,19465,4,Diesel,audi
 TT,2017,20435,2,Diesel,audi
 A1,2016,11191,2,Petrol,audi
 Q3,2016,15540,4,Petrol,audi
 A3,2015,9391,2,Diesel,audi
 A6,2016,14598,2,Diesel,audi
 A4,2016,13498,2,Diesel,audi
 A1,2015,10498,2,Petrol,audi
 A5,2015,15698,4,Diesel,audi
 A1,2015,10198,2,Petrol,audi
 A4,2016,11998,2,Diesel,audi
 A4,2016,13298,2,Diesel,audi
 A3,2015,11385,2,Diesel,audi
 A5,2015,13890,4,Diesel,audi
 A4,2017,12898,2,Diesel,audi
 A6,2015,13198,1,Diesel,audi
 TT,2015,13898,2,Diesel,audi
 Q5,2018,29898,4,Petrol,audi
 TT,2016,16489,2,Petrol,audi
 Q5,2017,36989,4,Petrol,audi
 A1,2015,11295,2,Petrol,audi
 Q3,2016,18698,4,Diesel,audi
 A4,2018,15498,2,Petrol,audi
 Q3,2015,15798,2,Diesel,audi
 A5,2019,25498,4,Petrol,audi
 A4,2016,14798,2,Diesel,audi
 A1,2015,11998,2,Petrol,audi
 A5,2016,24698,4,Petrol,audi
 A3,2015,14298,4,Diesel,audi
 A6,2017,18998,4,Diesel,audi
 Q5,2014,17995,2,Petrol,audi
 A4,2016,15485,4,Diesel,audi
 A4,2017,14485,4,Diesel,audi
 A6,2013,13695,4,Diesel,audi
 Q3,2016,15480,2,Diesel,audi
 A3,2017,12980,2,Diesel,audi
 A3,2017,18998,2,Petrol,audi
 TT,2017,17498,2,Petrol,audi
 A5,2013,11998,2,Diesel,audi
 A1,2015,9898,2,Petrol,audi
 A6,2016,14698,4,Diesel,audi
 A4,2016,14898,2,Diesel,audi
 Q3,2016,14498,4,Petrol,audi
 A3,2017,18885,4,Diesel,audi
 Q2,2017,19990,4,Petrol,audi
 A6,2016,18440,4,Diesel,audi
 Q7,2016,27950,4,Diesel,audi
 A3,2015,14298,4,Petrol,audi
 A3,2016,15498,2,Petrol,audi
 Q3,2016,17498,4,Petrol,audi
 Q5,2015,18798,2,Diesel,audi
 Q5,2015,20498,2,Diesel,audi
 A3,2014,10998,2,Petrol,audi
 Q3,2016,17898,2,Diesel,audi
 A6,2017,21998,4,Diesel,audi
 Q2,2019,19998,2,Diesel,audi
 A3,2018,15840,2,Diesel,audi
 Q5,2016,19440,4,Diesel,audi
 Q5,2015,22995,4,Diesel,audi
 Q7,2018,48985,4,Diesel,audi
 A3,2017,12950,2,Diesel,audi
 A5,2017,20650,1,Diesel,audi
 Q5,2018,28450,4,Diesel,audi
 Q3,2016,16450,2,Diesel,audi
 A4,2017,15498,2,Diesel,audi
 Q2,2019,26998,4,Diesel,audi
 A1,2019,17690,2,Petrol,audi
 Q3,2014,17998,4,Petrol,audi
 Q3,2017,17998,2,Diesel,audi
 Q5,2019,35498,4,Petrol,audi
 Q3,2015,16698,2,Diesel,audi
 A3,2017,18498,4,Petrol,audi
 Q5,2016,19498,2,Diesel,audi
 Q2,2018,18698,4,Diesel,audi
 A4,2017,14798,2,Petrol,audi
 A3,2016,14998,2,Diesel,audi
 A3,2016,14298,2,Petrol,audi
 Q5,2019,31498,4,Petrol,audi
 A3,2016,13998,2,Petrol,audi
 A5,2016,16998,4,Diesel,audi
 A6,2019,26888,4,Diesel,audi
 A4,2018,19222,2,Petrol,audi
 Q3,2016,18450,2,Petrol,audi
 A3,2017,13390,2,Diesel,audi
 A3,2017,14998,2,Petrol,audi
 A3,2017,20998,4,Petrol,audi
 A4,2017,18998,2,Diesel,audi
 A6,2014,17998,4,Diesel,audi
 A4,2018,17698,2,Petrol,audi
 A3,2016,13290,2,Petrol,audi
 Q2,2019,20444,2,Diesel,audi
 A4,2017,17444,2,Diesel,audi
 Q2,2018,20490,4,Petrol,audi
 Q2,2019,25444,2,Diesel,audi
 A1,2019,21644,2,Petrol,audi
